Title,Price,Brand,Model,Capacity:,Type:,RPM,Interface,Cache Memory,Form Factor,Link
"Western Digital 8TB WD Gold Enterprise Class Internal Hard Drive - 7200 RPM Class, SATA 6 Gb/s, 256 MB Cache, 3.5""",209.99,Western Digital,WD8004FRYZ,8 TB,HDD,7200 RPM,SATA 6 Gb/s,256 MB,"3.5""",https://amazon.com/dp/B07XGDNZXT?tag=pcbuilder00-20
"Western Digital 2TB WD Blue Mobile Hard Drive - 5400 RPM Class, SATA 6 Gb/s, 128 MB Cache, 2.5""",64.99,Western Digital,WD20SPZX,2 TB,HDD,5400 RPM,SATA 6 Gb/s,128 MB,"2.5""",https://amazon.com/dp/B079BQS5WQ?tag=pcbuilder00-20
"Seagate IronWolf Pro ST6000NE000 6 TB Hard Drive - 3.5"" Internal - SATA (SATA/600)",155,Seagate,ST6000NE000,6 TB,HDD,7200 RPM,SATA III (6 Gb/s),256 MB,"3.5""",https://amazon.com/dp/B07SZ3FM44?tag=pcbuilder00-20
"Kingston UV400 120GB Solid State Drive (SUV400S37/120G) 2.5 inch, SATA 3.0 (6Gb/s) Stand-Alone Drive",48.68 (Used),Kingston,UV400,120 GB,SSD,,SATA 6 Gb/s,,"2.5""",https://amazon.com/dp/B01FJ4UN76?tag=pcbuilder00-20
ADATA Falcon 3D NAND PCIe Gen3x4 NVMe M.2 2280 Read/Write Speed up to 3100/1500 MB/s Internal SSD,115.35,ADATA,Falcon 3D,1 TB,SSD,,M.2,,M.2-2280,https://amazon.com/dp/B0896WX1GK?tag=pcbuilder00-20
Seagate Barracuda 7200 160 GB 7200RPM SATA 3Gb/s 8MB Cache 3.5 Inch Internal Hard Drive ST3160318AS-Bare Drive,21,Seagate,ST3160318AS-FFP,160 GB,HDD,7200 RPM,SATA 3 Gb/s,8 MB,"3.5""",https://amazon.com/dp/B00272NHPO?tag=pcbuilder00-20
HGST Ultrastar 7K3000 2TB SATA 6.0GB/s 7200rpm 64MB cache 3.5-in Bulk hard drive,144.99,HGST,HGST Ultrastar 7K3000,2 TB,HDD,7200 RPM,SATA 6 Gb/s,64 MB,"3.5""",https://amazon.com/dp/B004Q3QMA4?tag=pcbuilder00-20
Seagate IronWolf 2TB NAS Internal Hard Drive HDD – 3.5 Inch SATA 6Gb/s 5900 RPM 64MB Cache for RAID Network Attached Storage,80.45,Seagate,ST2000VN004,2 TB,HDD,5900 RPM,SATA 6 Gb/s,64 MB,"3.5""",https://amazon.com/dp/B01LOOJ8T4?tag=pcbuilder00-20
Seagate 1TB Desktop HDD SATA 6Gb/s 64MB Cache 3.5-Inch Internal Drive Retail Kit,54.86 (Used),Seagate,ST310005N1A1AS-RK,1 TB,HDD,7200 RPM,SATA 3 Gb/s,64 MB,"3.5""",https://amazon.com/dp/B0012YXWWQ?tag=pcbuilder00-20
WD 2 TB 3.5-Inch Desktop Mainstream 2,42.99,Western Digital,WDBH2D0020HNC-NRSN,2 TB,HDD,5900 RPM,SATA 6 Gb/s,64 MB,"3.5""",https://amazon.com/dp/B00D8X0ICQ?tag=pcbuilder00-20
"Western Digital 3TB WD Red NAS Internal Hard Drive - 5400 RPM Class, SATA 6 Gb/s, SMR, 256MB Cache, 3.5""",59.99,Western Digital,WD30EFAX,3 TB,HDD,5400 RPM,SATA 6 Gb/s,256 MB,"3.5""",https://amazon.com/dp/B083XVD1FP?tag=pcbuilder00-20
Western Digital 750 GB WD Blue SATA III 5400 RPM 8 MB Cache Bulk/OEM Notebook Hard Drive,69.68 (Used),Western Digital,WD7500LPCX,750 GB,HDD,5400 RPM,SATA 6 Gb/s,16 MB,"2.5""",https://amazon.com/dp/B00DCM8ZB4?tag=pcbuilder00-20
"Gigabyte AORUS RGB NVMe M.2 256GB High Performance Gaming, Integrated Heatsink, Toshiba 3D NAND, DDR Cache Buffer",/A,Gigabyte,GP-ASM2NE2256GTTDR,256 GB,SSD,,M.2,512 MB,M.2-2280,https://amazon.com/dp/B07PF1SBBS?tag=pcbuilder00-20
"PNY XLR8 CS3030 2TB M.2 PCIe NVMe Gen3 x4 Internal Solid State Drive (SSD), Read up to 3,500",172.99,PNY,XLR8 CS3030,2 TB,SSD,,PCIe 3.0 x4,,M.2,https://amazon.com/dp/B07QM2HD7B?tag=pcbuilder00-20
"Western Digital 12TB WD Gold Enterprise Class Internal Hard Drive - 7200 RPM Class, SATA 6 Gb/s, 256 MB Cache, 3.5""",250,Western Digital,WD121KRYZ,12 TB,HDD,7200 RPM,SATA 6 Gb/s,256 MB,"3.5""",https://amazon.com/dp/B075L6FJH8?tag=pcbuilder00-20
"Seagate Exos x10 10TB SATA 6Gb/s 256MB Cache Enterprise Hard Drive 3.5""",209.99,Seagate,ST10000NM0086,10 TB,HDD,7200 RPM,SATA III 6 Gb/s,256 MB,"3.5""",https://amazon.com/dp/B01LXXV880?tag=pcbuilder00-20
"HyperX Fury RGB SSD 240GB SATA 3 2.5"" Solid State Drive Black Case with Multi-Color RGB",/A,HyperX,SHFR200/240G,240 GB,SSD,,SATA 6 Gb/s,,"2.5""",https://amazon.com/dp/B07H78FQ7C?tag=pcbuilder00-20
Toshiba N300 4TB NAS 3.5-Inch Internal Hard Drive - CMR SATA 6 GB/s 7200 RPM 128 MB Cache,182.91,Toshiba,HDWQ140XZSTA,4 TB,HDD,7200 RPM,SATA 6 Gb/s,128 MB,"3.5""",https://amazon.com/dp/B06Y2VCQ31?tag=pcbuilder00-20
Samsung SSD 860 EVO 1TB 2.5 Inch SATA III Internal SSD (MZ-76E1T0B/AM),137.98,Samsung,860 EVO,1 TB,SSD,,SATA 6 Gb/s,1024 MB,"2.5""",https://amazon.com/dp/B078DPCY3T?tag=pcbuilder00-20
SAMSUNG 980 PRO 1TB PCIe NVMe Gen4 Internal Gaming SSD M.2,108,Samsung,980 PRO,1 TB,SSD,,M.2,,M.2-2280,https://amazon.com/dp/B08GLX7TNT?tag=pcbuilder00-20
SAMSUNG 980 PRO 2TB PCIe NVMe Gen4 Internal Gaming SSD M.2 (MZ-V8P2T0B/AM),179.99,Samsung,980 PRO,2 TB,SSD,,M.2,,M.2-2280,https://amazon.com/dp/B08RK2SR23?tag=pcbuilder00-20
"SAMSUNG 870 QVO SATA III 2.5"" SSD 8TB (MZ-77Q8T0B)",649.99,Samsung,870 QVO,8 TB,SSD,,SATA 6 Gb/s,,"2.5""",https://amazon.com/dp/B089C3TZL9?tag=pcbuilder00-20
"Seagate IronWolf Pro 18TB NAS Internal Hard Drive HDD – 3.5 Inch SATA 6Gb/s 7200 RPM 256MB Cache for RAID Network Attached Storage, Data Recovery Service – Frustration Free Packaging (ST18000NE000)",299.99,Seagate,IronWolf Pro,18 TB,HDD,7200 RPM,SATA 6 Gb/s,,"3.5""",https://amazon.com/dp/B08FY88FNG?tag=pcbuilder00-20
"TEAMGROUP MP33 512GB SLC Cache 3D NAND TLC NVMe 1.3 PCIe Gen3x4 M.2 2280 Internal Solid State Drive SSD (Read/Write Speed up to 1,700/1,400 MB/s) Compatible with Laptop & PC Desktop TM8FP6512G0C101",31.49,TEAMGROUP,MP33,512 GB,SSD,,M.2,,M.2-2280,https://amazon.com/dp/B07XJ2P1LK?tag=pcbuilder00-20
SAMSUNG 870 EVO 1TB 2.5 Inch SATA III Internal SSD (MZ-77E1T0B/AM),77,Samsung,870 EVO,1 TB,SSD,,SATA 6 Gb/s,1024 MB,"2.5""",https://amazon.com/dp/B08QBJ2YMG?tag=pcbuilder00-20
Corsair MP400 8TB NVMe PCIe M.2 SSD,/A,Corsair,MP400,8 TB,SSD,,M.2,,M.2-2280,https://amazon.com/dp/B08JSMKW3J?tag=pcbuilder00-20
Mushkin Helix-L – 1TB PCIe NVMe 1.3 – M.2 (2280) Internal Solid State Drive (SSD) – Gen3 x4 – 3D TLC,56.99,Mushkin,MKNSSDHL1TB-D8,1 TB,SSD,,M.2,,M.2-2280,https://amazon.com/dp/B07R6V31K8?tag=pcbuilder00-20
"Crucial P5 1TB 3D NAND NVMe Internal SSD, up to 3400MB/s",142.99,Crucial,CT1000P5SSD8,1 TB,SSD,,M.2,,M.2-2280,https://amazon.com/dp/B087QRVVVH?tag=pcbuilder00-20
Samsung 960 PRO Series - 2TB PCIe NVMe - M.2 Internal SSD,359.31,Samsung,960 PRO,2 TB,SSD,,M.2,2048 MB,M.2-2280,https://amazon.com/dp/B01LY3Y9PH?tag=pcbuilder00-20
SAMSUNG 980 PRO 250GB PCIe NVMe Gen4 Internal Gaming SSD M.2,/A,Samsung,980 PRO,250 GB,SSD,,M.2,512 MB,M.2-2280,https://amazon.com/dp/B08GL52C3V?tag=pcbuilder00-20
TEAMGROUP MS30 1TB with SLC Cache 3D NAND TLC M.2 2280 SATA III 6Gb/s Internal Solid State Drive SSD (Read/Write Speed up to 530/480 MB/s),54.49,TEAMGROUP,MS30,1 TB,SSD,,M.2,,M.2-2280,https://amazon.com/dp/B07GL4M3HX?tag=pcbuilder00-20
Corsair MP400 1TB NVMe PCIe M.2 SSD,199.99,Corsair,MP400,1 TB,SSD,,M.2,,M.2-2280,https://amazon.com/dp/B08JV25ZL3?tag=pcbuilder00-20
SAMSUNG 870 EVO 4TB 2.5 Inch SATA III Internal SSD,299.99,Samsung,870 EVO,4 TB,SSD,,SATA 6 Gb/s,4096 MB,"2.5""",https://amazon.com/dp/B08QBL36GF?tag=pcbuilder00-20
SAMSUNG 870 EVO 250GB 2.5 Inch SATA III Internal SSD,45,Samsung,870 EVO,250 GB,SSD,,SATA 6 Gb/s,512 MB,"2.5""",https://amazon.com/dp/B08QBN5J9B?tag=pcbuilder00-20
Seagate BarraCuda Internal Hard Drive 8TB SATA 6Gb/s 256MB Cache 3.5-Inch,128.43,Seagate,ST8000DM004,8 TB,HDD,5400 RPM,SATA 6 Gb/s,256 MB,"3.5""",https://amazon.com/dp/B075WYBQXJ?tag=pcbuilder00-20
Corsair Force Series MP600 2TB Gen4 PCIe X4 NVMe M.2 SSD,292.26,Corsair,MP600,2 TB,SSD,,M.2,,M.2-2280,https://amazon.com/dp/B07SNGBW84?tag=pcbuilder00-20
"Seagate Exos X18 18TB Enterprise HDD - CMR 3.5 Inch Hyperscale SATA 6Gb/s, 7200 RPM, 512e and 4Kn FastFormat, Low Latency with Enhanced Caching",299.99,Seagate,Exos X18,18 TB,HDD,7200 RPM,SATA 6 Gb/s,,"3.5""",https://amazon.com/dp/B08K98VFXT?tag=pcbuilder00-20
"WD_Black 1TB SN850 NVMe Internal Gaming SSD Solid State Drive - Gen4 PCIe, M.2 2280, 3D NAND, Up to 7,000 MB/s",147,Western Digital,SN850,1 TB,SSD,,M.2,,M.2-2280,https://amazon.com/dp/B08KFS6THF?tag=pcbuilder00-20
Western Digital SSD WDS240G2G0B 240GB M.2 2280 SATA 6GB S WD Green Retail,46.80,Western Digital,WDS240G2G0B,240 GB,SSD,,M.2,,M.2-2280,https://amazon.com/dp/B078WYS5K6?tag=pcbuilder00-20
INTEL Corporation SSDPEKNW010T9X1 Solid State Drive,112.99,Intel,SSDPEKNW010T9X1,1 TB,SSD,,M.2,,M.2-2280,https://amazon.com/dp/B086SMLPLY?tag=pcbuilder00-20
TEAMGROUP T-Force Vulcan G 1TB 3D NAND TLC 2.5 Inch SATA III Internal Solid State Drive SSD (Read/Write Speed up to 550/500 MB/s) Compatible,53.99,TEAMGROUP,T-Force Vulcan G,1 TB,SSD,,SATA 6 Gb/s,,"2.5""",https://amazon.com/dp/B08F6W1WP3?tag=pcbuilder00-20
Crucial P2 2TB 3D NAND NVMe PCIe M.2 SSD Up to 2400MB/s,149.99,Crucial,P2,2 TB,SSD,,M.2,,M.2-2280,https://amazon.com/dp/B08GVDNTGJ?tag=pcbuilder00-20
SK hynix Gold P31 PCIe NVMe Gen3 M.2 2280 Internal SSD - 1TB NVMe - Up to 3500MB/S - Compact M.2 SSD Form Factor SK hynix SSD,83.39,SK hynix,Gold P31,1 TB,SSD,,M.2,,M.2-2280,https://amazon.com/dp/B08DKB5LWY?tag=pcbuilder00-20
Sabrent 2TB Rocket 4 Plus NVMe 4.0 Gen4 PCIe M.2 Internal SSD Extreme Performance Solid State Drive R/W 7100/6600MB/s,299.99,SABRENT,SB-RKT4P-2TB,2 TB,SSD,,M.2,,M.2-2280,https://amazon.com/dp/B08P2CG4JK?tag=pcbuilder00-20
"Western Digital 2TB WD Blue SN550 NVMe Internal SSD - Gen3 x4 PCIe 8Gb/s, M.2 2280, 3D NAND, Up to 2,600 MB/s",199,Western Digital,SN550,2 TB,SSD,,M.2,,M.2-2280,https://amazon.com/dp/B08K4NP5DQ?tag=pcbuilder00-20
"Inland Platinum 1TB SSD NVMe PCIe Gen 3.0x4 M.2 2280 3D NAND Internal Solid State Drive, High Performance R/W up to 3,400/1,900 MB/s",168.99,Inland,1TB NVME QLC V2,1 TB,SSD,,M.2,,M.2-2280,https://amazon.com/dp/B08FT4J52Z?tag=pcbuilder00-20
Seagate Barracuda 510 500GB SSD Internal Solid State Drive PCIe Nvme 3D TLC NAND for Gaming PC Gaming Laptop Desktop,104.50,Seagate,Barracuda 510,500 GB,SSD,,M.2,,M.2-2280,https://amazon.com/dp/B07ZPRV8JY?tag=pcbuilder00-20
"Western Digital 10TB WD Black Performance Internal Hard Drive HDD - 7200 RPM, SATA 6 Gb/s, 256 MB Cache, 3.5""",219.99,Western Digital,WD101FZBX,10 TB,HDD,7200 RPM,SATA 6 Gb/s,256 MB,"3.5""",https://amazon.com/dp/B08MKJPFZ7?tag=pcbuilder00-20
Mushkin Pilot-E – 1TB PCIe NVMe – Opal Data Encryption – M.2 (2280) Internal Solid State Drive (SSD) – Gen3 x4 – 3D TLC,78.74,Mushkin,MKNSSDPE1TB-D8,1 TB,SSD,,M.2,,M.2-2280,https://amazon.com/dp/B07RD1W6SB?tag=pcbuilder00-20
ADATA Swordfish 250GB 3D NAND PCIe Gen3x4 NVMe M.2 2280 Read/Write up to 1800/1200MB/s Internal SSD,/A,ADATA,ASWORDFISH-250G-C,250 GB,SSD,,M.2,,M.2-2280,https://amazon.com/dp/B08971ZJQQ?tag=pcbuilder00-20
"Western Digital 250GB WD Blue 3D NAND Internal PC SSD - SATA III 6 Gb/s, 2.5""/7mm, Up to 550 MB/s",129.55,Western Digital,WDS250G2B0A,250 GB,SSD,,SATA 6 Gb/s,,"2.5""",https://amazon.com/dp/B073SB2MXW?tag=pcbuilder00-20
TEAMGROUP T-Force Vulcan G 512GB 3D NAND TLC 2.5 Inch SATA III Internal Solid State Drive SSD (Read/Write Speed up to 550/500 MB/s) Compatible,35.99,TEAMGROUP,T-Force Vulcan G,512 GB,SSD,,SATA 6 Gb/s,,"2.5""",https://amazon.com/dp/B08F754NPR?tag=pcbuilder00-20
"Team Group CX2 2.5"" 1TB SATA III 3D NAND Internal Solid State Drive",62.23,TEAMGROUP,CX2,1 TB,SSD,,SATA 6 Gb/s,,"2.5""",https://amazon.com/dp/B08PSK58HQ?tag=pcbuilder00-20
Seagate 1TB Constellation SATA 6Gb/s 64MB Cache 2.5-Inch Internal Bare Drive,44.99,Seagate,ST91000640NS,1 TB,HDD,7200 RPM,SATA 6 Gb/s,64 MB,"2.5""",https://amazon.com/dp/B005255PDK?tag=pcbuilder00-20
Corsair MP400 2TB NVMe PCIe M.2 SSD,359,Corsair,MP400,2 TB,SSD,,M.2,,M.2-2280,https://amazon.com/dp/B08JTQNVNZ?tag=pcbuilder00-20
"GIGABYTE AORUS NVMe Gen4 M.2 2TB PCI-Express 4.0 Interface High Performance Gaming, Full Body Copper Heat Spreader",169.99,Gigabyte,GP-ASM2NE6200TTTD,2 TB,SSD,,M.2,,M.2-2280,https://amazon.com/dp/B07TJX83W2?tag=pcbuilder00-20
Samsung Electronics 980 SSD 500GB - M.2 NVMe Interface Internal Solid State Drive with V-NAND Technology,56.95,Samsung,MZ-V8V500B/AM,500 GB,SSD,,M.2,,M.2-2280,https://amazon.com/dp/B08V7GT6F3?tag=pcbuilder00-20
"Crucial P5 2TB 3D NAND NVMe Internal SSD, up to 3400MB/s",179.99,Crucial,P5,2 TB,SSD,,M.2,,M.2-2280,https://amazon.com/dp/B0892TWDP1?tag=pcbuilder00-20
Corsair Force Series MP510 480GB NVMe PCIe Gen3 x4 M.2 SSD,71.58,Corsair,MP510,480 GB,SSD,,M.2,,M.2-2280,https://amazon.com/dp/B084ZW96N8?tag=pcbuilder00-20
"Western Digital 8TB WD Red Plus NAS Internal Hard Drive HDD - 5400 RPM, SATA 6 Gb/s, CMR, 256 MB Cache, 3.5""",222,Western Digital,WD80EFAX,8 TB,HDD,5400 RPM,SATA 6 Gb/s,256 MB,"3.5""",https://amazon.com/dp/B07D3MWMNZ?tag=pcbuilder00-20
Corsair MP400 4TB NVMe PCIe M.2 SSD,/A,Corsair,MP400,4 TB,SSD,,M.2,,M.2-2280,https://amazon.com/dp/B08JTQTWRM?tag=pcbuilder00-20
TEAMGROUP MS30 128GB SATA Rev. 3.0 (6Gb/s) M.2 Solid State Drive SSD (Read/Write Speed up to 550/460 MB/s),21.16,TEAMGROUP,MS30,128 GB,SSD,,M.2,,M.2-2280,https://amazon.com/dp/B07H25WV5G?tag=pcbuilder00-20
Samsung 860 EVO SSD 2TB - M.2 SATA Internal Solid State Drive with V-NAND Technology,/A,Samsung,860 EVO,2 TB,SSD,,M.2,2048 MB,M.2-2280,https://amazon.com/dp/B07822SVMS?tag=pcbuilder00-20
Corsair MP600 Pro Gen4 PCIe x4 NVMe M.2 SSD – High-Density TLC NAND – Aluminum Heatspreader – M.2 2280 Form-Factor,199.99,Corsair,MP600,2 TB,SSD,,M.2,,M.2-2280,https://amazon.com/dp/B08T9ZY5SY?tag=pcbuilder00-20
SK hynix Gold S31 SATA Gen3 2.5 inch Internal SSD | SSD 500GB | 500GB SATA | Up to 560MB/S | Solid State Drive | Compact 2.5' SSD Form Factor,/A,SK hynix,B07SK5BNM1,500 GB,SSD,,SATA 6 Gb/s,,"2.5""",https://amazon.com/dp/B07SK5BNM1?tag=pcbuilder00-20
"Western Digital 18TB WD Red Pro NAS Internal Hard Drive HDD - 7200 RPM, SATA 6 Gb/s, CMR, 256 MB Cache, 3.5""",350,Western Digital,WD181KFGX,18 TB,HDD,7200 RPM,SATA 6 Gb/s,512 MB,"3.5""",https://amazon.com/dp/B08K3TFM92?tag=pcbuilder00-20
Mushkin Pilot-E – 2TB PCIe NVMe – Opal Data Encryption – M.2 (2280) Internal Solid State Drive (SSD) – Gen3 x4 – 3D TLC,129.69,Mushkin,MKNSSDPE2TB-D8,2 TB,SSD,,M.2,,M.2-2280,https://amazon.com/dp/B07RF4DTR4?tag=pcbuilder00-20
Patriot P300 M.2 PCIe Gen 3 x4 256GB Low-Power Consumption SSD,19.99,Patriot Memory,P300,256 GB,SSD,,M.2,,M.2-2280,https://amazon.com/dp/B082BWY2C2?tag=pcbuilder00-20
Corsair MP600 CORE 4TB M.2 NVMe PCIe Gen. 4 x4 SSD,584.99,Corsair,CSSD-F4000GBMP600MP600COR,4 TB,SSD,,M.2,,M.2-2280,https://amazon.com/dp/B08TB1PJBT?tag=pcbuilder00-20
"Western Digital 4TB WD Blue 3D NAND Internal PC SSD - SATA III 6 Gb/s, 2.5""/7mm, Up to 560 MB/s",289.99,Western Digital,WDS400T2B0A,4 TB,SSD,,SATA 6 Gb/s,,"2.5""",https://amazon.com/dp/B07QV3XGCP?tag=pcbuilder00-20
TEAMGROUP EX2 1TB 3D NAND TLC 2.5 Inch SATA III Internal Solid State Drive SSD (Read/Write Speed up to 550/520 MB/s) Compatible with Laptop,51.49,TEAMGROUP,T253E2001T0C101,1 TB,SSD,,SATA 6 Gb/s,,"2.5""",https://amazon.com/dp/B08CDLS2JY?tag=pcbuilder00-20
"Crucial P1 2TB 3D NAND NVMe PCIe Internal SSD, up to 2000MB/s",/A,Crucial,CT2000P1SSD8,2 TB,SSD,,M.2,,M.2-2280,https://amazon.com/dp/B07JFM524H?tag=pcbuilder00-20
TEAMGROUP T-FORCE CARDEA ZERO Z330 1TB with SLC Cache Graphene Copper Foil 3D NAND TLC NVMe PCIe Gen3 x4 M.2 2280 Gaming Internal SSD,63.99,TEAMGROUP,TM8FP8001T0C311,1 TB,SSD,,M.2,,M.2-2280,https://amazon.com/dp/B08TMQCBWC?tag=pcbuilder00-20
"PNY XLR8 CS3030 500GB M.2 PCIe NVMe Gen3 x4 Internal Solid State Drive (SSD), Read up to 3,500",42.99,PNY,CS3030,500 GB,SSD,,M.2,,M.2-2280,https://amazon.com/dp/B07MW3NQKW?tag=pcbuilder00-20
Corsair Force Series MP510 960GB NVMe PCIe Gen3 x4 M.2 SSD,99.99,Corsair,MP510,960 GB,SSD,,M.2,,M.2-2280,https://amazon.com/dp/B084ZWC796?tag=pcbuilder00-20
Seagate BarraCuda 5TB Internal Hard Drive HDD – 2.5 Inch SATA 6Gb/s 5400 RPM 128MB Cache for Computer Desktop PC,133,Seagate,ST5000LM000,5 TB,HDD,5400 RPM,SATA 6 Gb/s,128 MB,"2.5""",https://amazon.com/dp/B01M0AADIX?tag=pcbuilder00-20
"Western Digital 4TB WD Red Pro NAS Internal Hard Drive HDD - 7200 RPM, SATA 6 Gb/s, CMR, 256 MB Cache, 3.5""",119.93,Western Digital,WD4003FFBX,4 TB,HDD,7200 RPM,SATA 6 Gb/s,256 MB,"3.5""",https://amazon.com/dp/B07B1WK3N5?tag=pcbuilder00-20
Western Digital 500 GB Caviar Green SATA 3 Gb/s Intellipower 32 MB Cache Bulk/OEM Desktop Hard Drive,21.98,Western Digital,WD5000AADS,500 GB,HDD,5400 RPM,SATA III Gb/s,32 MB,"3.5""",https://amazon.com/dp/B002P3KO4C?tag=pcbuilder00-20
Sabrent Rocket Q 500GB NVMe PCIe M.2 2280 Internal SSD High Performance Solid State Drive R/W 2000/1000MB/s,49.99,SABRENT,Rocket Q500,500 GB,SSD,,M.2,,M.2-2280,https://amazon.com/dp/B0863DHZDJ?tag=pcbuilder00-20
Intel SSD 660p Series 1.0TB,146.99,Intel,660p,1 TB,SSD,,M.2,,M.2-2280,https://amazon.com/dp/B07GBGHH39?tag=pcbuilder00-20
Corsair MP600 CORE 1TB M.2 NVMe PCIe Gen. 4 x4 SSD,129.99,Corsair,MP600,1 TB,SSD,,M.2,,M.2-2280,https://amazon.com/dp/B08TB1R595?tag=pcbuilder00-20
Sabrent 2TB Rocket Q4 NVMe PCIe 4.0 M.2 2280 Internal SSD Maximum Performance Solid State Drive R/W 4800/3600 MB/s,213.99,SABRENT,SB-RKTQ4-2TB,2 TB,SSD,,M.2,,M.2-2280,https://amazon.com/dp/B08D29JQ24?tag=pcbuilder00-20
ADATA XPG GAMMIX 1TB S11 Pro 3D NAND PCIe NVMe Gen3x4 M.2 2280 SSD,152.07,ADATA,AGAMMIXS11P-1TT-C,1 TB,SSD,,M.2,,M.2-2280,https://amazon.com/dp/B07KZNTZYB?tag=pcbuilder00-20
"Western Digital 6TB WD Blue PC Hard Drive HDD - 5400 RPM, SATA 6 Gb/s, 256 MB Cache, 3.5""",79.99,Western Digital,WD60EZAZ,6 TB,HDD,5400 RPM,SATA 6 Gb/s,256 MB,"3.5""",https://amazon.com/dp/B07MYKZGVX?tag=pcbuilder00-20
ADATA XPG GAMMIX S50 Lite 1TB M.2 2280 PCIe Gen 4.4 NVMe 1.4 Internal SSD,129.99,ADATA,S50 Lite,1 TB,SSD,,M.2,,M.2-2280,https://amazon.com/dp/B08HVZWGPP?tag=pcbuilder00-20
ADATA SPECTTRIX RGB SSD S40G 2TB,315.47,ADATA,ADAAS40G2TTC,2 TB,SSD,,M.2,,M.2-2280,https://amazon.com/dp/B086T3WFBS?tag=pcbuilder00-20
Sabrent Rocket Q 4TB NVMe PCIe M.2 2280 Internal SSD High Performance Solid State Drive R/W 3200/3000MB/s (SB-RKTQ-4TB),599.99,SABRENT,SB-RKTQ-4TB,4 TB,SSD,,M.2,,M.2-2280,https://amazon.com/dp/B087N7HLRV?tag=pcbuilder00-20
"Western Digital 8TB WD Black Performance Internal Hard Drive HDD - 7200 RPM, SATA 6 Gb/s, 256 MB Cache, 3.5""",386.86 (Used),Western Digital,WD8001FZBX,8 TB,HDD,7200 RPM,SATA 6 Gb/s,256 MB,"3.5""",https://amazon.com/dp/B08GTXJ3LS?tag=pcbuilder00-20
"SanDisk SSD PLUS 480GB Internal SSD - SATA III 6 Gb/s, 2.5""/7mm, Up to 535 MB/s",39.99,SanDisk,SDSSDA-480G-G26,480 GB,SSD,,SATA 6 Gb/s,,"2.5""",https://amazon.com/dp/B01F9G46Q8?tag=pcbuilder00-20
Seagate Exos 7E8 4TB 512n SATA 128MB Cache 3.5-Inch Enterprise Hard Drive,92.99,Seagate,Exos 7E8,4 TB,HDD,7200 RPM,SATA 6 Gb/s,128 MB,"3.5""",https://amazon.com/dp/B01CG0DD1E?tag=pcbuilder00-20
Samsung 850 EVO 4TB 2.5-Inch SATA III Internal SSD,749.99,Samsung,850 EVO,4 TB,SSD,,SATA 6 Gb/s,4096 MB,"2.5""",https://amazon.com/dp/B01G844OOO?tag=pcbuilder00-20
Patriot Viper VPN100 M.2 2280 PCIe 512GB - High Performance Solid State Drive,/A,Patriot Memory,VPN100,512 GB,SSD,,M.2,512 MB,M.2-2280,https://amazon.com/dp/B07P6SNWZH?tag=pcbuilder00-20
Intel 670p Series 10TB M2 80mm,77.06,Intel,670p,1 TB,SSD,,M.2,,M.2-2280,https://amazon.com/dp/B08X4Z4R1Y?tag=pcbuilder00-20
Seagate BarraCuda 500GB Internal Hard Drive HDD – 3.5 Inch SATA 6 Gb/s 7200 RPM 32MB Cache for Computer Desktop PC,32.90,Seagate,ST500DM009,500 GB,HDD,5400 RPM,SATA 6 Gb/s,32 MB,"3.5""",https://amazon.com/dp/B01IEKG3TY?tag=pcbuilder00-20
"PNY XLR8 CS3030 250GB M.2 PCIe NVMe Gen3 x4 Internal Solid State Drive (SSD), Read up to 3,500",45.99,PNY,CS3030,250 GB,SSD,,M.2,,M.2-2280,https://amazon.com/dp/B07MW9M2CQ?tag=pcbuilder00-20
ADATAXPG S40G 4TB RGB PCIe Gen3x4 NVMe 1.3 M.2 2280 3500/3000MB/s Internal SSD,359.99,ADATA,S40G,4 TB,SSD,,M.2,,M.2-2280,https://amazon.com/dp/B0897CV222?tag=pcbuilder00-20
SK hynix Gold P31 PCIe NVMe Gen3 M.2 2280 Internal SSD - 500GB NVMe - Up to 3500MB/S - Compact M.2 SSD Form Factor SK hynix SSD,47.59,SK hynix,P31,500 GB,SSD,,M.2,,M.2-2280,https://amazon.com/dp/B08DK2FB7G?tag=pcbuilder00-20
SAMSUNG 860 PRO SSD 512GB - 2.5 Inch SATA III Internal Solid State Drive with MLC V-NAND Technology,250,Samsung,860 PRO,512 GB,SSD,,SATA 6 Gb/s,512 MB,"2.5""",https://amazon.com/dp/B07836C6YV?tag=pcbuilder00-20
"Silicon Power 512GB NVMe M.2 PCIe Gen3x4 2280 TLC R/W up to 3,400/2,300MB/s SSD",36.99,SP Silicon Power,P34A80,512 GB,SSD,,M.2,,M.2-2280,https://amazon.com/dp/B07L6DKM8V?tag=pcbuilder00-20
"Seagate BarraCuda 120 SSD 2TB Internal Solid State Drive – 2.5 Inch SATA 6GB/S for Computer, Desktop, PC, & Laptop",385.95,Seagate,ZA2000CM1A003,2 TB,SSD,,SATA 6 Gb/s,,"2.5""",https://amazon.com/dp/B07ZPRS2Z7?tag=pcbuilder00-20
ADATA XPG S7 Series: 1TB PCIe Gen3x4 M.2 2280 Solid 3500/3000MB/s State Drive,67.99,ADATA,XPG S7,1 TB,SSD,,M.2,,M.2-2280,https://amazon.com/dp/B08BF635YK?tag=pcbuilder00-20
